id,Gender,Age,Driving_License,Region_Code,Previously_Insured,Vehicle_Age,Vehicle_Damage,Annual_Premium,Policy_Sales_Channel,Vintage,Response
730,Female,43,1,28.0,0,1-2 Year,Yes,41103.0,26.0,258,0
731,Male,35,1,28.0,0,1-2 Year,Yes,33273.0,122.0,255,0
732,Female,35,1,28.0,0,1-2 Year,Yes,39339.0,124.0,170,0
733,Male,77,1,28.0,0,1-2 Year,Yes,2630.0,26.0,109,1
734,Female,24,1,33.0,1,< 1 Year,Yes,31546.0,152.0,268,0
735,Male,50,1,28.0,0,> 2 Years,Yes,53905.0,124.0,253,1
736,Female,69,1,28.0,0,1-2 Year,Yes,48756.0,124.0,285,0
737,Female,24,1,37.0,0,< 1 Year,Yes,49007.0,152.0,115,0
738,Male,29,1,8.0,1,< 1 Year,No,46278.0,152.0,69,0
739,Male,43,1,28.0,0,1-2 Year,Yes,29921.0,26.0,146,1
740,Male,70,1,28.0,1,1-2 Year,No,36785.0,13.0,211,0
741,Male,50,1,8.0,0,1-2 Year,Yes,2630.0,26.0,276,0
742,Male,29,1,18.0,1,< 1 Year,No,36528.0,152.0,270,0
743,Male,23,1,28.0,1,< 1 Year,No,42463.0,152.0,160,0
744,Male,20,1,39.0,1,< 1 Year,No,31515.0,160.0,167,0
745,Male,29,1,4.0,1,< 1 Year,No,23080.0,152.0,103,0
746,Female,68,1,47.0,1,1-2 Year,No,25075.0,26.0,108,0
747,Male,25,1,27.0,0,< 1 Year,Yes,27136.0,152.0,155,0
748,Male,48,1,28.0,0,1-2 Year,Yes,31502.0,26.0,125,0
749,Male,46,1,28.0,0,> 2 Years,Yes,38166.0,26.0,37,1
750,Male,44,1,28.0,1,1-2 Year,Yes,33844.0,26.0,81,0
751,Male,49,1,30.0,0,1-2 Year,Yes,2630.0,26.0,59,1
752,Male,53,1,30.0,1,1-2 Year,No,2630.0,26.0,208,0
753,Male,24,1,7.0,0,< 1 Year,No,32560.0,152.0,291,0
754,Male,61,1,3.0,0,1-2 Year,Yes,27238.0,30.0,206,0
755,Female,33,1,28.0,0,< 1 Year,Yes,43563.0,154.0,240,0
756,Female,49,1,8.0,0,> 2 Years,Yes,40190.0,124.0,209,0
757,Female,53,1,33.0,0,1-2 Year,Yes,47367.0,124.0,254,0
758,Male,46,1,36.0,1,1-2 Year,No,37565.0,26.0,18,0
759,Female,44,1,28.0,0,1-2 Year,Yes,42376.0,124.0,298,0
760,Male,25,1,32.0,1,< 1 Year,No,2630.0,160.0,114,0
761,Male,26,1,15.0,0,< 1 Year,No,44116.0,152.0,125,0
762,Female,40,1,28.0,0,1-2 Year,Yes,2630.0,124.0,197,1
763,Female,48,1,3.0,0,1-2 Year,Yes,28795.0,124.0,286,0
764,Female,35,1,28.0,0,1-2 Year,Yes,22773.0,124.0,193,0
765,Male,59,1,28.0,0,1-2 Year,Yes,2630.0,156.0,245,0
766,Female,23,1,33.0,1,< 1 Year,No,22900.0,152.0,24,0
767,Female,69,1,18.0,0,1-2 Year,Yes,30539.0,124.0,107,1
768,Female,72,1,28.0,1,1-2 Year,No,65452.0,26.0,38,0
769,Female,44,1,41.0,0,1-2 Year,Yes,41968.0,124.0,222,0
770,Male,30,1,8.0,1,< 1 Year,No,45553.0,160.0,295,0
771,Female,31,1,28.0,1,1-2 Year,No,34827.0,124.0,71,0
772,Male,48,1,8.0,1,1-2 Year,No,39109.0,78.0,51,0
773,Female,33,1,18.0,1,< 1 Year,No,33981.0,152.0,248,0
774,Female,21,1,3.0,1,< 1 Year,No,31286.0,152.0,286,0
775,Male,58,1,28.0,0,1-2 Year,Yes,2630.0,158.0,180,1
776,Male,52,1,3.0,0,1-2 Year,No,29058.0,26.0,198,0
777,Male,44,1,35.0,0,1-2 Year,No,2630.0,89.0,88,0
778,Male,20,1,13.0,0,< 1 Year,Yes,2630.0,160.0,222,0
779,Male,23,1,28.0,0,< 1 Year,Yes,40765.0,152.0,144,0
780,Female,24,1,37.0,0,< 1 Year,Yes,21408.0,160.0,202,0
781,Male,45,1,28.0,1,1-2 Year,No,36212.0,124.0,82,0
782,Male,77,1,28.0,1,1-2 Year,No,33249.0,122.0,267,0
783,Female,23,1,30.0,1,< 1 Year,No,26275.0,152.0,108,0
784,Male,24,1,8.0,1,< 1 Year,No,33265.0,152.0,57,0
785,Female,37,1,33.0,0,1-2 Year,No,41890.0,124.0,167,0
786,Male,40,1,8.0,0,1-2 Year,Yes,31043.0,124.0,279,0
787,Male,65,1,48.0,0,1-2 Year,Yes,2630.0,26.0,90,0
788,Female,54,1,41.0,1,1-2 Year,No,19700.0,26.0,39,0
789,Male,33,1,28.0,0,1-2 Year,Yes,43580.0,26.0,37,0
790,Male,40,1,28.0,0,1-2 Year,Yes,28113.0,124.0,278,1
791,Male,20,1,8.0,1,< 1 Year,No,44400.0,160.0,275,0
792,Female,20,1,2.0,1,< 1 Year,Yes,31207.0,160.0,195,0
793,Male,24,1,8.0,0,< 1 Year,No,2630.0,152.0,12,0
794,Male,52,1,3.0,0,1-2 Year,Yes,28088.0,26.0,285,1
795,Male,71,1,16.0,0,1-2 Year,Yes,2630.0,26.0,134,0
796,Female,23,1,43.0,0,< 1 Year,Yes,46257.0,152.0,215,0
797,Male,26,1,27.0,1,< 1 Year,No,49625.0,152.0,151,0
798,Female,27,1,25.0,1,< 1 Year,No,29214.0,152.0,46,0
799,Female,23,1,8.0,1,< 1 Year,No,50423.0,152.0,73,0
800,Male,45,1,28.0,1,1-2 Year,No,29055.0,124.0,279,0
801,Male,26,1,14.0,1,< 1 Year,No,24354.0,151.0,171,0
802,Male,23,1,28.0,1,< 1 Year,No,57911.0,152.0,34,0
803,Female,29,1,15.0,1,< 1 Year,No,37098.0,152.0,185,0
804,Female,45,1,28.0,1,1-2 Year,No,2630.0,32.0,214,0
805,Female,26,1,28.0,1,< 1 Year,Yes,42200.0,26.0,251,0
806,Male,38,1,48.0,0,1-2 Year,Yes,2630.0,124.0,10,1
807,Female,67,1,29.0,0,1-2 Year,Yes,45459.0,124.0,267,1
808,Female,21,1,36.0,1,< 1 Year,No,32204.0,160.0,221,0
809,Female,24,1,3.0,1,< 1 Year,Yes,29376.0,160.0,112,0
810,Female,24,1,8.0,1,< 1 Year,No,58326.0,152.0,96,0
811,Male,22,1,2.0,1,< 1 Year,No,34772.0,152.0,105,0
812,Female,25,1,37.0,0,< 1 Year,Yes,47183.0,152.0,204,0
813,Female,54,1,50.0,1,1-2 Year,No,32573.0,154.0,153,0
814,Male,62,1,28.0,0,1-2 Year,Yes,38052.0,124.0,82,1
815,Female,26,1,28.0,1,< 1 Year,No,38448.0,152.0,216,0
816,Female,22,1,33.0,1,< 1 Year,No,38214.0,152.0,21,0
817,Female,36,1,28.0,1,1-2 Year,No,2630.0,125.0,232,0
818,Female,59,1,8.0,0,1-2 Year,Yes,80682.0,124.0,280,0
819,Female,23,1,39.0,1,< 1 Year,No,50821.0,152.0,201,0
820,Female,67,1,41.0,0,1-2 Year,Yes,40821.0,124.0,73,0
821,Female,41,1,38.0,0,1-2 Year,Yes,30438.0,124.0,299,0
822,Male,25,1,11.0,1,< 1 Year,No,18009.0,160.0,87,0
823,Female,46,1,28.0,0,1-2 Year,Yes,30184.0,124.0,110,0
824,Female,23,1,14.0,0,< 1 Year,Yes,27404.0,152.0,293,0
825,Female,26,1,9.0,1,< 1 Year,No,37801.0,152.0,121,0
826,Female,37,1,35.0,0,1-2 Year,No,2630.0,26.0,71,0
827,Male,66,1,50.0,1,1-2 Year,No,38590.0,8.0,76,0
828,Female,33,1,13.0,0,1-2 Year,No,38411.0,124.0,176,0
829,Female,25,1,28.0,1,< 1 Year,No,29046.0,152.0,134,0
830,Male,23,1,29.0,1,< 1 Year,No,36838.0,152.0,182,0
831,Male,56,1,28.0,1,1-2 Year,No,48462.0,124.0,22,0
832,Female,41,1,35.0,0,1-2 Year,Yes,30495.0,10.0,136,0
833,Male,20,1,30.0,0,< 1 Year,No,25497.0,160.0,11,0
834,Male,25,1,37.0,0,< 1 Year,Yes,31531.0,152.0,49,1
835,Male,66,1,41.0,0,1-2 Year,Yes,47749.0,26.0,144,0
836,Female,25,1,18.0,1,< 1 Year,No,25162.0,152.0,155,0
837,Female,29,1,33.0,1,< 1 Year,No,52537.0,152.0,291,0
838,Male,25,1,8.0,1,< 1 Year,No,2630.0,152.0,16,0
839,Male,52,1,8.0,0,1-2 Year,Yes,54581.0,26.0,234,0
840,Male,77,1,28.0,0,> 2 Years,Yes,60083.0,26.0,191,0
841,Male,21,1,8.0,0,< 1 Year,Yes,66657.0,152.0,59,0
842,Female,24,1,17.0,1,< 1 Year,No,28385.0,152.0,164,0
843,Female,24,1,37.0,0,< 1 Year,No,47282.0,152.0,65,0
844,Male,39,1,28.0,1,1-2 Year,No,38452.0,8.0,230,0
845,Male,44,1,17.0,0,1-2 Year,Yes,37272.0,124.0,231,0
846,Female,44,1,28.0,0,1-2 Year,Yes,43624.0,26.0,28,1
847,Male,43,1,39.0,0,1-2 Year,Yes,2630.0,124.0,26,1
848,Male,49,1,46.0,1,1-2 Year,No,2630.0,26.0,226,0
849,Female,24,1,41.0,1,< 1 Year,No,39342.0,152.0,27,0
850,Male,53,1,8.0,1,1-2 Year,No,44895.0,124.0,240,0
851,Female,67,1,50.0,0,1-2 Year,Yes,32592.0,120.0,101,0
852,Male,54,1,8.0,0,< 1 Year,Yes,34948.0,26.0,116,1
853,Female,44,1,41.0,0,1-2 Year,Yes,31059.0,26.0,263,1
854,Male,57,1,28.0,0,1-2 Year,Yes,67533.0,26.0,269,0
855,Female,30,1,28.0,1,< 1 Year,No,28647.0,152.0,190,0
856,Female,28,1,4.0,0,1-2 Year,Yes,2630.0,157.0,63,0
857,Female,22,1,15.0,0,< 1 Year,Yes,37932.0,152.0,293,0
858,Male,36,1,8.0,0,1-2 Year,Yes,31149.0,124.0,207,0
859,Male,23,1,36.0,0,< 1 Year,Yes,31668.0,152.0,31,0
860,Male,62,1,8.0,0,1-2 Year,Yes,30883.0,26.0,173,0
861,Male,42,1,28.0,0,1-2 Year,Yes,30408.0,124.0,74,1
862,Male,29,1,41.0,0,< 1 Year,Yes,2630.0,152.0,203,0
863,Male,44,1,50.0,0,1-2 Year,Yes,35668.0,65.0,40,0
864,Male,55,1,46.0,0,1-2 Year,Yes,31997.0,152.0,202,0
865,Female,49,1,41.0,0,1-2 Year,Yes,2630.0,26.0,65,0
866,Male,60,1,28.0,0,1-2 Year,No,46684.0,26.0,280,0
867,Male,21,1,46.0,1,< 1 Year,No,35733.0,160.0,93,0
868,Male,31,1,28.0,1,< 1 Year,No,24002.0,152.0,261,0
869,Female,42,1,3.0,0,1-2 Year,Yes,43811.0,154.0,243,0
870,Female,37,1,28.0,1,1-2 Year,No,48427.0,124.0,176,0
871,Female,40,1,30.0,1,1-2 Year,No,30719.0,152.0,261,0
872,Male,29,1,50.0,0,< 1 Year,Yes,32200.0,124.0,79,0
873,Male,34,1,41.0,1,1-2 Year,Yes,36264.0,26.0,241,0
874,Female,65,1,30.0,1,1-2 Year,Yes,2630.0,157.0,125,0
875,Male,73,1,48.0,0,1-2 Year,Yes,2630.0,15.0,94,0
876,Female,22,1,32.0,1,< 1 Year,No,35727.0,152.0,116,0
877,Male,50,1,28.0,1,1-2 Year,No,45072.0,26.0,65,0
878,Male,30,1,28.0,1,1-2 Year,Yes,2630.0,157.0,127,0
879,Female,52,1,11.0,0,1-2 Year,Yes,2630.0,156.0,195,0
880,Male,63,1,28.0,1,1-2 Year,Yes,65387.0,26.0,146,0
881,Female,47,1,28.0,1,1-2 Year,No,32752.0,26.0,105,0
882,Male,34,1,45.0,0,1-2 Year,Yes,2630.0,156.0,223,1
883,Male,54,1,9.0,0,> 2 Years,Yes,40603.0,31.0,161,1
884,Male,83,1,41.0,1,1-2 Year,No,40935.0,124.0,166,0
885,Male,72,1,28.0,0,1-2 Year,No,60923.0,124.0,179,0
886,Female,25,1,34.0,0,< 1 Year,Yes,2630.0,152.0,46,0
887,Male,57,1,28.0,0,1-2 Year,Yes,39067.0,26.0,134,0
888,Male,54,1,28.0,0,1-2 Year,Yes,36574.0,26.0,66,0
889,Male,24,1,41.0,1,< 1 Year,No,33243.0,152.0,33,0
890,Female,25,1,22.0,1,< 1 Year,No,29364.0,152.0,88,0
891,Female,77,1,3.0,0,1-2 Year,Yes,40743.0,26.0,65,0
892,Female,24,1,8.0,1,< 1 Year,No,33324.0,152.0,83,0
893,Male,45,1,3.0,1,1-2 Year,Yes,31641.0,124.0,183,0
894,Male,26,1,14.0,1,< 1 Year,No,2630.0,152.0,137,0
895,Female,29,1,41.0,0,< 1 Year,Yes,2630.0,121.0,166,1
896,Male,47,1,41.0,0,1-2 Year,Yes,35297.0,124.0,74,1
897,Female,28,1,18.0,1,< 1 Year,No,38784.0,152.0,264,0
898,Male,41,1,45.0,0,1-2 Year,Yes,26978.0,25.0,213,0
899,Male,24,1,28.0,0,1-2 Year,Yes,50974.0,124.0,266,0
900,Male,24,1,6.0,1,< 1 Year,Yes,29526.0,152.0,32,0
901,Female,28,1,2.0,1,< 1 Year,No,30514.0,152.0,65,0
902,Male,24,1,36.0,0,< 1 Year,No,30983.0,152.0,67,0
903,Male,49,1,45.0,0,1-2 Year,Yes,27937.0,124.0,132,0
904,Female,51,1,50.0,0,< 1 Year,Yes,45869.0,122.0,100,0
905,Female,69,1,28.0,0,1-2 Year,No,46732.0,13.0,259,0
906,Female,22,1,36.0,1,< 1 Year,Yes,2630.0,160.0,106,0
907,Male,44,1,28.0,0,1-2 Year,Yes,35482.0,26.0,59,0
908,Male,35,1,27.0,0,1-2 Year,Yes,22791.0,156.0,36,0
909,Male,30,1,38.0,1,1-2 Year,No,25412.0,124.0,175,0
910,Female,36,1,33.0,0,1-2 Year,Yes,2630.0,160.0,180,0
911,Female,21,1,28.0,0,< 1 Year,Yes,32733.0,152.0,145,0
912,Male,72,1,28.0,0,> 2 Years,Yes,54468.0,122.0,129,1
913,Male,22,1,46.0,1,< 1 Year,No,21470.0,152.0,182,0
914,Female,25,1,35.0,1,< 1 Year,No,31745.0,152.0,242,0
915,Male,49,1,7.0,0,1-2 Year,No,36497.0,4.0,252,0
916,Female,31,1,29.0,1,< 1 Year,No,25259.0,152.0,42,0
917,Male,24,1,15.0,0,< 1 Year,Yes,27709.0,152.0,64,0
918,Female,47,1,8.0,0,1-2 Year,Yes,32305.0,26.0,80,0
919,Male,32,1,28.0,0,1-2 Year,Yes,2630.0,124.0,227,1
920,Male,42,1,8.0,1,1-2 Year,No,28725.0,26.0,284,0
921,Female,70,1,6.0,1,1-2 Year,No,25776.0,124.0,105,0
922,Male,59,1,26.0,1,1-2 Year,No,47831.0,22.0,274,0
923,Male,24,1,8.0,1,< 1 Year,No,29817.0,152.0,88,0
924,Male,25,1,15.0,1,< 1 Year,No,30587.0,152.0,49,0
925,Male,37,1,18.0,0,1-2 Year,Yes,53672.0,154.0,32,1
926,Male,22,1,28.0,1,< 1 Year,No,33860.0,152.0,247,0
927,Female,26,1,14.0,1,< 1 Year,No,42792.0,152.0,86,0
928,Female,81,1,28.0,1,1-2 Year,No,38673.0,26.0,36,0
929,Female,64,1,28.0,0,1-2 Year,Yes,54624.0,26.0,17,0
930,Female,31,1,12.0,0,1-2 Year,Yes,2630.0,26.0,186,0
931,Female,51,1,28.0,0,1-2 Year,Yes,37564.0,26.0,252,1
932,Female,25,1,47.0,0,< 1 Year,Yes,57180.0,154.0,205,1
933,Male,25,1,28.0,1,< 1 Year,No,54611.0,152.0,231,0
934,Female,22,1,41.0,1,< 1 Year,No,21700.0,152.0,124,0
935,Female,42,1,15.0,0,1-2 Year,Yes,27103.0,124.0,175,0
936,Female,23,1,36.0,1,< 1 Year,No,34976.0,152.0,100,0
937,Female,66,1,28.0,0,1-2 Year,Yes,35154.0,122.0,160,0
938,Male,64,1,25.0,0,> 2 Years,Yes,25272.0,26.0,91,0
939,Female,43,1,16.0,1,1-2 Year,No,34518.0,152.0,219,0
940,Male,25,1,2.0,0,< 1 Year,No,27134.0,152.0,65,0
941,Male,50,1,28.0,0,1-2 Year,Yes,26968.0,122.0,17,0
942,Male,35,1,8.0,1,1-2 Year,No,37449.0,124.0,70,0
943,Female,42,1,28.0,0,1-2 Year,Yes,43878.0,26.0,59,0
944,Female,25,1,36.0,0,< 1 Year,Yes,29430.0,152.0,271,0
945,Female,22,1,7.0,0,< 1 Year,Yes,49396.0,160.0,133,0
946,Female,42,1,28.0,1,1-2 Year,No,23211.0,26.0,113,0
947,Male,22,1,15.0,1,< 1 Year,No,38356.0,152.0,258,0
948,Female,22,1,37.0,0,< 1 Year,Yes,30266.0,160.0,88,0
949,Male,20,1,36.0,0,< 1 Year,Yes,41945.0,160.0,50,0
950,Female,46,1,26.0,0,1-2 Year,Yes,2630.0,157.0,142,1
951,Female,22,1,45.0,1,< 1 Year,No,21280.0,152.0,45,0
952,Female,22,1,26.0,1,< 1 Year,No,33459.0,152.0,153,0
953,Male,45,1,46.0,0,1-2 Year,Yes,13895.0,124.0,113,0
954,Female,23,1,28.0,0,< 1 Year,Yes,65093.0,152.0,240,0
955,Male,57,1,39.0,0,1-2 Year,Yes,2630.0,124.0,49,0
956,Male,20,1,11.0,1,< 1 Year,No,29587.0,160.0,187,0
957,Male,50,1,15.0,0,1-2 Year,Yes,33666.0,124.0,242,1
958,Female,28,1,30.0,0,< 1 Year,Yes,30354.0,26.0,232,0
959,Male,36,1,29.0,0,> 2 Years,Yes,28075.0,156.0,230,0
960,Female,21,1,45.0,0,< 1 Year,Yes,27546.0,160.0,279,0
961,Female,20,1,30.0,1,< 1 Year,No,35192.0,160.0,25,0
962,Male,23,1,41.0,1,< 1 Year,No,32978.0,152.0,112,0
963,Female,22,1,46.0,1,< 1 Year,No,59086.0,152.0,238,0
964,Male,33,1,15.0,1,< 1 Year,No,35268.0,152.0,268,0
965,Male,35,1,46.0,0,1-2 Year,Yes,23146.0,124.0,268,0
966,Female,25,1,8.0,1,< 1 Year,No,36341.0,152.0,65,0
967,Female,27,1,8.0,0,< 1 Year,No,42963.0,152.0,175,0
968,Male,47,1,3.0,0,1-2 Year,Yes,24495.0,7.0,284,0
969,Female,25,1,12.0,1,< 1 Year,No,23262.0,152.0,69,0
970,Male,33,1,36.0,0,1-2 Year,Yes,26910.0,124.0,31,0
971,Male,34,1,28.0,0,1-2 Year,Yes,31177.0,26.0,103,1
972,Male,52,1,28.0,0,1-2 Year,Yes,50851.0,124.0,285,1
973,Male,32,1,8.0,1,< 1 Year,No,30505.0,152.0,181,0
974,Male,40,1,8.0,0,1-2 Year,No,49097.0,26.0,208,0
975,Male,57,1,46.0,0,1-2 Year,Yes,2630.0,11.0,269,0
976,Female,23,1,46.0,0,< 1 Year,Yes,47385.0,152.0,277,0
977,Male,33,1,10.0,1,< 1 Year,No,21928.0,152.0,58,0
978,Female,67,1,28.0,0,1-2 Year,Yes,2630.0,42.0,138,0
979,Female,33,1,46.0,0,1-2 Year,Yes,2630.0,156.0,116,1
980,Male,48,1,27.0,0,1-2 Year,Yes,32645.0,152.0,182,0
981,Male,35,1,32.0,0,1-2 Year,Yes,34062.0,163.0,236,1
982,Male,38,1,36.0,0,1-2 Year,Yes,37742.0,26.0,295,1
983,Male,24,1,17.0,1,< 1 Year,No,29625.0,83.0,286,0
984,Female,23,1,47.0,0,< 1 Year,No,29431.0,151.0,257,0
985,Male,23,1,16.0,0,< 1 Year,Yes,2630.0,152.0,126,1
986,Female,25,1,46.0,1,< 1 Year,No,20804.0,152.0,204,0
987,Female,23,1,16.0,1,< 1 Year,No,2630.0,26.0,145,0
988,Male,23,1,47.0,1,< 1 Year,No,31231.0,152.0,175,0
989,Male,48,1,3.0,0,1-2 Year,Yes,32485.0,124.0,12,1
990,Female,51,1,28.0,1,1-2 Year,No,37768.0,25.0,69,0
991,Female,43,1,3.0,0,1-2 Year,Yes,30437.0,26.0,208,0
992,Male,66,1,3.0,1,1-2 Year,No,2630.0,26.0,240,0
993,Female,25,1,3.0,1,< 1 Year,No,22102.0,152.0,163,0
994,Female,27,1,10.0,1,< 1 Year,No,30517.0,152.0,125,0
995,Female,58,1,28.0,0,1-2 Year,Yes,42064.0,26.0,163,0
996,Female,25,1,35.0,1,< 1 Year,No,41195.0,152.0,148,0
997,Male,31,1,28.0,1,< 1 Year,No,38881.0,152.0,120,0
998,Male,31,1,41.0,0,< 1 Year,Yes,18987.0,152.0,100,1
999,Female,43,1,28.0,0,1-2 Year,Yes,55924.0,26.0,216,1
1000,Female,21,1,46.0,1,< 1 Year,No,29298.0,160.0,37,0
